  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029740 99999 201708170050 060   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170120 050   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170150 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   57 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170220 040   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170250 070   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170300 086   5 ***  61 OVC * * * 25.0 02 ** ** ** ** ** ** ** 6   61   56 1019.8 ***** 1013.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708170320 060   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   57 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170350 050   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   55 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170400 068   8 ***  63 OVC * * * 13.5 ** ** ** ** 00 ** ** ** *   61   57 1019.6 ***** 1013.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708170420 050   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170450 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   57 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170500 098   5 ***  61 OVC * * * 17.6 ** ** ** ** 00 ** ** ** *   62   56 1020.0 ***** 1013.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708170520 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   57 ****** 30.12 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170550 110   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   59 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170600 110   5 ***  49 OVC * * * 25.0 02 ** ** ** ** ** ** ** 6   63   59 1020.1 ***** 1013.7  66  60  0.00 ***** ***** *****  0 
029740 99999 201708170620 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   59 ****** 30.12 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170650 990   3 *** 722 CLR * * *  6.2 61 ** ** ** ** ** ** ** *   64   59 ****** 30.12 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170700 082   4 ***  59 OVC * * * 18.6 ** ** ** ** 61 ** ** ** *   64   60 1020.3 ***** 1013.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708170720 110   5 *** 722 CLR * * *  6.2 61 ** ** ** ** ** ** ** *   64   61 ****** 30.12 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170750 990   5 ***  54 *** * * *  6.2 61 ** ** ** ** ** ** ** *   64   59 ****** 30.12 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170800 123   2 ***  40 BKN * * * 20.1 ** ** ** ** 51 ** ** ** *   65   61 1020.0 ***** 1013.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708170820 990   1 ***  59 *** * * *  6.2 61 ** ** ** ** ** ** ** *   64   59 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170850 990   2 ***  35 *** * * *  6.2 61 ** ** ** ** ** ** ** *   66   59 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170900 034   4 *** *** OVC * * *  9.4 61 ** ** ** ** ** ** ** 6   66   62 1019.8 ***** 1013.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708170920 990   5 ***  35 *** * * *  6.2 61 ** ** ** ** ** ** ** *   66   61 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708170950 990   5 ***  95 *** * * *  6.2 16 ** ** ** ** ** ** ** *   68   61 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171000 054   5 *** 722 CLR * * * 24.7 ** ** ** ** 23 ** ** ** *   69   62 1019.6 ***** 1013.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708171020 030   5 ***  75 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   61 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171050 990   5 ***  89 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   61 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171100 058   6 ***  75 BKN * * * 21.9 ** ** ** ** 00 ** ** ** *   70   60 1019.2 ***** 1012.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708171120 040   7 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   61 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171150 030   7 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   61 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171200 062   8  13 *** BKN * * * 25.0 02 ** ** ** ** ** ** ** 6   72   61 1018.8 ***** 1012.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708171220 040   7 ***  80 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   61 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171250 990   7 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   63 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171300 049   8 *** *** BKN * * * 30.6 ** ** ** ** 00 ** ** ** *   73   62 1018.3 ***** 1012.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708171320 040   8 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   64 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171350 990   6 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   63 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171400 072   5 *** *** BKN * * * 23.6 ** ** ** ** 00 ** ** ** *   73   63 1018.0 ***** 1011.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708171420 060   8 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   63 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171450 990   5 ***  98 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   61 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171500 063   6 *** *** BKN * * * 25.0 02 ** ** ** ** ** ** ** 2   73   61 1017.8 ***** 1011.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708171520 990   9 ***  98 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   61 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171550 110   6 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   61 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171600 116   5 *** 722 SCT * * * 29.7 ** ** ** ** 00 ** ** ** *   71   61 1017.4 ***** 1011.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708171620 990   3 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   61 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171650 990   2 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   63 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171700 049   2 ***  75 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   70   61 1017.4 ***** 1011.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708171720 990   3 ***  80 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   64 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171750 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   66   63 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171800 090   4 *** *** BKN * * * 25.0 01 ** ** ** ** ** ** ** 1   67   61 1017.5 ***** 1011.2  74  63  0.00 ***** ***** *****  0 
029740 99999 201708171820 990   2 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   64 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171850 990   2 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   63 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171900 052   2 *** 722 CLR * * * 19.6 ** ** ** ** 00 ** ** ** *   65   63 1017.4 ***** 1011.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708171920 330   3 *** 100 *** * * *  6.2 12 ** ** ** ** ** ** ** *   63   63 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708171950 030   5 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   63 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708172000 036   7 *** 722 CLR * * * 13.7 ** ** ** ** 00 ** ** ** *   63   62 1016.6 ***** 1010.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708172020 020   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   61 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708172050 020   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   61 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708172100 013   4 *** 108 BKN * * * 15.6 02 ** ** ** ** ** ** ** 2   63   61 1016.4 ***** 1010.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708172120 990   5 *** 110 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   61 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708172150 990   2 ***  12 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708172200 360   0 ***  13 OVC * * * 11.5 ** ** ** ** 00 ** ** ** *   63   62 1016.5 ***** 1010.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708172220 990   3 ***  19 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708172250 020   2 *** 120 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708172300 049   2 *** 121 OVC * * *  9.3 ** ** ** ** 00 ** ** ** *   62   61 1016.2 ***** 1009.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708172320 340   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   61 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708172350 320   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   59 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180000 341   3 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 2   60   60 1016.1 ***** 1009.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708180020 990   1 *** 140 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180050 310   2 ***   9 *** * * *  6.2 12 ** ** ** ** ** ** ** *   59   59 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180100 032   4 ***   9 BKN * * *  9.0 ** ** ** ** 00 ** ** ** *   59   58 1015.9 ***** 1009.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708180120 040   3 ***   6 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180150 990   1 ***   6 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180200 026   2 ***   6 OVC * * * 11.7 ** ** ** ** 00 ** ** ** *   60   59 1015.9 ***** 1009.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708180220 990   1 ***   6 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180250 280   5 ***   6 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180300 305   6 ***   6 OVC * * *  6.2 02 ** ** ** ** ** ** ** 2   60   59 1016.0 ***** 1009.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708180320 990   1 ***   4 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180350 990   1 ***   4 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180400 044   2 ***   5 OVC * * *  3.1 ** ** ** ** 10 ** ** ** *   61   59 1015.7 ***** 1009.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708180420 990   3 ***   3 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180450 990   3 ***   2 OBS * * *  0.2 44 ** ** ** ** ** ** ** *   61   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180500 262   6 ***   2 *** * * *  0.6 ** ** ** ** 31 ** ** ** *   61   61 1015.7 ***** 1009.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708180520 240   3 ***   1 *** * * *  0.3 44 ** ** ** ** ** ** ** *   61   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180550 990   2 ***   2 *** * * *  1.9 10 ** ** ** ** ** ** ** *   63   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180600 174   4 ***   2 OVC * * *  1.9 28 ** ** ** ** ** ** ** 4   64   62 1015.8 ***** 1009.5  67  59  0.00 ***** ***** *****  0 
029740 99999 201708180620 990   2 ***   4 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180650 180   6 ***   5 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   63 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180700 196   5 ***   5 BKN * * *  7.7 ** ** ** ** 00 ** ** ** *   66   62 1015.8 ***** 1009.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708180720 200   7 ***   8 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   63 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180750 200   9 ***   8 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   63 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180800 211   8 ***   7 BKN * * *  7.5 ** ** ** ** 00 ** ** ** *   66   63 1016.0 ***** 1009.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708180820 990   8 ***  12 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   63 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180850 200   8 ***  18 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180900 206   9  13  10 BKN * * * 18.8 03 ** ** ** ** ** ** ** 2   69   62 1015.9 ***** 1009.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708180920 990   9 ***  18 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708180950 990   9 ***  19 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181000 218   9  12 *** BKN * * * 20.6 ** ** ** ** 00 ** ** ** *   69   60 1015.7 ***** 1009.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708181020 200  10 ***  80 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181050 200   8 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   61 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181100 213   9  12 722 SCT * * * 22.8 ** ** ** ** 00 ** ** ** *   70   60 1015.5 ***** 1009.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708181120 200  10 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   59 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181150 990  10 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   57 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181200 214  11  14 *** BKN * * * 18.8 02 ** ** ** ** ** ** ** 2   69   54 1015.2 ***** 1008.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708181220 220  11 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   54 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181250 990   9 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   52 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181300 207   8  12 722 CLR * * * 28.2 ** ** ** ** 00 ** ** ** *   68   56 1014.9 ***** 1008.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708181320 990   8 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   52 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181350 990   9 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   52 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181400 202   9  13 722 CLR * * * 30.6 ** ** ** ** 00 ** ** ** *   67   56 1014.8 ***** 1008.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708181420 190  10 *** 150 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181450 190   9 *** 140 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181500 192   7 *** *** BKN * * * 25.0 02 ** ** ** ** ** ** ** 2   66   54 1014.6 ***** 1008.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708181520 180   7 *** 130 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181550 190   6 *** 100 *** * * *  6.2 61 ** ** ** ** ** ** ** *   66   54 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181600 186   5 *** *** BKN * * * 29.4 ** ** ** ** 81 ** ** ** *   66   56 1014.2 ***** 1007.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708181620 150   6 *** 100 *** * * *  6.2 61 ** ** ** ** ** ** ** *   66   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181650 110   6 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181700 155   9  11  31 BKN * * * 31.2 ** ** ** ** 81 ** ** ** *   66   56 1014.1 ***** 1007.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708181720 180  15 ***  15 *** * * *  6.2 61 ** ** ** ** ** ** ** *   64   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181750 200  13 ***  50 *** * * *  6.2 61 ** ** ** ** ** ** ** *   63   59 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181800 217  11  15  13 OVC * * * 12.5 61 ** ** ** ** ** ** ** 6   63   59 1014.5 ***** 1008.1  70  63  0.00 ***** ***** *****  0 
029740 99999 201708181820 190  11 ***  40 *** * * *  6.2 61 ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181850 180   8 ***  30 *** * * *  6.2 61 ** ** ** ** ** ** ** *   61   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181900 169   8 ***  23 OVC * * *  6.2 ** ** ** ** 81 ** ** ** *   61   57 1014.2 ***** 1007.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708181920 990   7 ***  32 *** * * *  6.2 61 ** ** ** ** ** ** ** *   61   57 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708181950 090   5 ***  32 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708182000 117   6 ***  34 OVC * * * 26.4 ** ** ** ** 22 ** ** ** *   60   58 1013.4 ***** 1007.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708182020 090   5 ***  32 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708182050 100   7 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708182100 118  10  12  30 BKN * * * 25.0 02 ** ** ** ** ** ** ** 6   61   58 1012.7 ***** 1006.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708182120 110   8 ***  70 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708182150 120   9 ***  35 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   59 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708182200 136  10  12  21 OVC * * * 26.5 ** ** ** ** 00 ** ** ** *   62   59 1012.6 ***** 1006.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708182220 120   8 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   59 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708182250 140   9 ***  15 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   59 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708182300 157  11  14  14 BKN * * * 30.7 ** ** ** ** 00 ** ** ** *   64   60 1012.3 ***** 1005.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708182320 150   9 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708182350 170   8 ***  25 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190000 191   9  11   9 OVC * * * 25.0 02 ** ** ** ** ** ** ** 6   64   61 1012.1 ***** 1005.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708190020 170   7 ***  11 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190050 180   8 ***   9 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190100 200   8 ***   9 BKN * * * 19.4 ** ** ** ** 00 ** ** ** *   63   61 1012.1 ***** 1005.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708190120 180   8 ***  11 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190150 170   7 ***  10 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190200 184   6 ***   7 OVC * * * 13.5 ** ** ** ** 00 ** ** ** *   63   61 1011.8 ***** 1005.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708190220 190   6 ***  26 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190250 160   7 ***  26 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190300 208   7 ***   5 OVC * * * 12.5 02 ** ** ** ** ** ** ** 2   63   61 1012.0 ***** 1005.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708190320 190   7 ***  23 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190350 180   6 ***  24 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190400 181   7 ***  24 BKN * * * 19.4 ** ** ** ** 00 ** ** ** *   64   61 1011.9 ***** 1005.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708190420 150   8 ***  22 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190450 990   5 *** 140 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190500 175   7 *** 722 SCT * * * 26.7 ** ** ** ** 00 ** ** ** *   64   61 1011.5 ***** 1005.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708190520 990   6 *** 150 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190550 130  10 ***   6 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190600 149  10  13   6 BKN * * * 12.5 02 ** ** ** ** ** ** ** 2   64   61 1010.9 ***** 1004.6  64  60  0.00 ***** ***** *****  0 
029740 99999 201708190620 130  10 ***   7 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190650 130  11 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190700 141  12  16 *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   64   60 1010.5 ***** 1004.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708190720 130  10 ***  80 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   59 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190750 110  14 ***  55 *** * * *  6.2 80 ** ** ** ** ** ** ** *   64   61 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708190800 127  14  17   9 BKN * * *  4.6 ** ** ** ** 62 ** ** ** *   63   61 1010.2 ***** 1003.8 *** *** ***** ***** ***** *****  0 
