  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029740 99999 201708030300 249  10  15   2 BKN * * *  4.0 ** ** ** ** 10 ** ** ** 8   59   59 1008.7 ***** 1002.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708030320 230   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030350 230   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030400 251  10  12 722 CLR * * * 28.0 ** ** ** ** 00 ** ** ** *   60   58 1008.8 ***** 1002.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708030420 990   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030450 250   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030500 264   9  15 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   62   56 1009.1 ***** 1002.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708030520 240  10 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   55 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030550 240  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   55 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030600 257  12  17 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** 8   64   55 1009.3 ***** 1003.0  67  57  0.00 ***** ***** *****  0 
029740 99999 201708030620 240  14 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   55 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030650 250  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   55 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030700 256  13  19 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   66   53 1009.5 ***** 1003.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708030720 990  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   54 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030750 230  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030800 247  13  19 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   68   51 1009.7 ***** 1003.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708030820 990  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030850 250  14 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030900 253  15  21 722 SCT * * * 31.1 ** ** ** ** 00 ** ** ** 0   69   52 1009.4 ***** 1003.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708030920 990  14 ***  43 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708030950 230  14 ***  45 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031000 250  16  22  46 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   69   50 1009.4 ***** 1003.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708031020 240  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031050 230  16 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031100 247  15  25  47 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   71   51 1009.4 ***** 1003.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708031120 990  17 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031150 250  13 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031200 254  15  23 722 SCT * * * 31.2 01 ** ** ** ** ** ** ** 1   72   51 1009.4 ***** 1003.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708031220 240  16 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031250 240  16 ***  58 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031300 246  16  23 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   71   51 1009.2 ***** 1003.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708031320 240  15 ***  59 *** * * *  6.2 ** ** ** ** ** ** ** ** *   72   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031350 230  17 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   72   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031400 239  16  23 722 SCT * * * 31.0 ** ** ** ** 00 ** ** ** *   73   51 1008.8 ***** 1002.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708031420 240  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   72   52 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031450 990  15 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   72   52 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031500 257  15  20 *** BKN * * * 31.2 02 ** ** ** ** ** ** ** 1   72   51 1008.6 ***** 1002.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708031520 230  15 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   72   52 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031550 220  15 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   70   55 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031600 220  14  19 722 SCT * * * 28.6 ** ** ** ** 00 ** ** ** *   70   55 1008.7 ***** 1002.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708031620 210  15 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   70   54 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031650 220  11 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   54 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031700 227  12  16 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   67   53 1008.9 ***** 1002.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708031720 220  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   66   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031750 220   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   52 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031800 222   9  12 *** BKN * * * 31.2 03 ** ** ** ** ** ** ** 1   64   53 1008.9 ***** 1002.6  73  64  0.00 ***** ***** *****  0 
029740 99999 201708031820 210   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   54 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031850 210  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   54 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031900 218   9 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   61   54 1008.9 ***** 1002.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708031920 210   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   54 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708031950 220   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   55 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708032000 221   4 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   59   55 1008.6 ***** 1002.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708032020 220   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   55 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708032050 230   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   54 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708032100 220   3 *** *** BKN * * * 31.2 02 ** ** ** ** ** ** ** 2   58   55 1007.8 ***** 1001.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708032120 990   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   52 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708032150 100   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   54 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708032200 099   4 *** *** BKN * * * 30.5 ** ** ** ** 00 ** ** ** *   57   55 1007.2 ***** 1000.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708032220 060   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   54 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708032250 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708032300 076   6 ***  85 BKN * * * 30.3 ** ** ** ** 00 ** ** ** *   57   55 1006.4 ***** 1000.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708032320 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708032350 080   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040000 114   6 *** *** BKN * * * 25.0 03 ** ** ** ** ** ** ** 2   58   56 1005.6 *****  999.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708040020 100   6 ***  75 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040050 100   5 ***  60 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040100 123   8 ***  63 OVC * * * 10.0 ** ** ** ** 23 ** ** ** *   59   58 1004.7 *****  998.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708040120 110   7 ***  70 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040150 100   6 ***  80 *** * * *  3.8 63 ** ** ** ** ** ** ** *   61   59 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040200 138  10  13  62 OVC * * *  4.5 ** ** ** ** 82 ** ** ** *   59   59 1003.9 *****  997.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708040220 120  10 ***  20 *** * * *  5.6 63 ** ** ** ** ** ** ** *   59   59 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040250 100   9 ***  25 *** * * *  3.1 63 ** ** ** ** ** ** ** *   59   57 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040300 108   9  12 *** OVC * * *  3.1 63 ** ** ** ** ** ** ** 6   59   58 1002.9 *****  996.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708040320 090   8 ***  25 *** * * *  3.1 63 ** ** ** ** ** ** ** *   59   57 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040350 080   9 ***  23 *** * * *  5.0 63 ** ** ** ** ** ** ** *   59   57 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040400 102  11  15   5 OVC * * *  7.1 ** ** ** ** 61 ** ** ** *   58   58 1001.6 *****  995.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708040420 080  10 ***   5 *** * * *  5.0 61 ** ** ** ** ** ** ** *   59   57 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040450 080  10 ***   5 *** * * *  4.4 63 ** ** ** ** ** ** ** *   59   57 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040500 119  12  17   5 OVC * * *  5.9 ** ** ** ** 53 ** ** ** *   58   57 1000.3 *****  994.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708040520 990  11 ***   6 *** * * *  2.5 63 ** ** ** ** ** ** ** *   59   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040550 100  13 ***   5 *** * * *  1.9 59 ** ** ** ** ** ** ** *   59   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040600 121  16  23   3 OVC * * *  1.9 59 ** ** ** ** ** ** ** 6   58   57  999.1 *****  992.8  64  56  0.04 ***** ***** *****  0 
029740 99999 201708040620 110  15 ***   6 *** * * *  1.9 59 ** ** ** ** ** ** ** *   59   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040650 100  15 ***   6 *** * * *  2.8 63 ** ** ** ** ** ** ** *   59   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040700 119  14  22   5 OVC * * *  4.0 ** ** ** ** 61 ** ** ** *   58   58  998.1 *****  991.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708040720 990  14 ***   6 *** * * *  2.8 63 ** ** ** ** ** ** ** *   59   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040750 100  13 ***   5 *** * * *  2.2 63 ** ** ** ** ** ** ** *   59   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040800 125  10  15   4 OVC * * *  2.4 ** ** ** ** 63 ** ** ** *   58   58  997.1 *****  990.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708040820 990   9 ***   4 *** * * *  3.8 63 ** ** ** ** ** ** ** *   59   57 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040850 100   7 ***   4 *** * * *  2.8 63 ** ** ** ** ** ** ** *   59   57 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040900 107   8 ***   2 OVC * * *  2.8 63 ** ** ** ** ** ** ** 6   59   59  996.7 *****  990.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708040920 990   7 ***   5 *** * * *  4.4 63 ** ** ** ** ** ** ** *   59   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708040950 990   6 ***   5 *** * * *  5.6 63 ** ** ** ** ** ** ** *   61   61 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041000 215   8  13   5 OVC * * *  7.8 ** ** ** ** 61 ** ** ** *   61   60  996.8 *****  990.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708041020 220  13 ***   7 *** * * *  6.2 61 ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041050 240  11 ***   8 *** * * *  6.2 80 ** ** ** ** ** ** ** *   63   61 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041100 245  12  19   8 BKN * * * 31.2 ** ** ** ** 23 ** ** ** *   64   60  997.2 *****  990.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708041120 240  14 ***  12 *** * * *  6.2 16 ** ** ** ** ** ** ** *   64   61 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041150 240  11 ***  15 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   61 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041200 245  10  15  11 OVC * * * 31.2 ** ** ** ** 81 ** ** ** 8   66   61  997.3 *****  991.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708041220 220  15 ***  18 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   59 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041250 220  15 ***  24 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   61 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041300 239  15  20  23 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   66   59  997.5 *****  991.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708041320 230  16 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   59 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041350 220  17 ***  32 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041400 236  20  29 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   69   57  997.5 *****  991.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708041420 220  20 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041450 230  20 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   55 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041500 225  17  24 722 SCT * * * 31.2 01 ** ** ** ** ** ** ** 1   67   56  997.6 *****  991.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708041520 210  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041550 220  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   55 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041600 224  15  23 722 SCT * * * 28.1 ** ** ** ** 00 ** ** ** *   67   58  997.7 *****  991.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708041620 210  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041650 210  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041700 219  15  20 722 SCT * * * 28.4 ** ** ** ** 00 ** ** ** *   64   57  997.7 *****  991.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708041720 200  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041750 210  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041800 224  14  23 722 SCT * * * 31.2 01 ** ** ** ** ** ** ** 1   63   57  997.8 *****  991.5  69  58  0.00 ***** ***** *****  0 
029740 99999 201708041820 210  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041850 200  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041900 219   9  13 722 SCT * * * 25.4 ** ** ** ** 00 ** ** ** *   61   57  997.8 *****  991.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708041920 200   9 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041950 190   9 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042000 204   9  12 722 SCT * * * 18.9 ** ** ** ** 00 ** ** ** *   60   57  997.8 *****  991.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708042020 190   9 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042050 200   9 ***  95 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042100 200   8 *** *** BKN * * * 18.8 15 ** ** ** ** ** ** ** 1   60   58  997.3 *****  991.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708042120 180   8 ***  20 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   59 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042150 180  10 ***  10 *** * * *  5.0 81 ** ** ** ** ** ** ** *   61   59 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042200 197  12  15   8 BKN * * * 11.9 ** ** ** ** 82 ** ** ** *   60   59  997.0 *****  990.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708042220 180  11 ***  12 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042250 190   8 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042300 200   9  11  12 BKN * * * 10.0 ** ** ** ** 23 ** ** ** *   60   59  996.9 *****  990.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708042320 190   8 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042350 190   8 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050000 201   7 *** *** BKN * * * 25.0 29 ** ** ** ** ** ** ** 9   60   59  996.6 *****  990.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708050020 170   9 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050050 190   9 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050100 195   9  12 105 OVC * * * 12.6 ** ** ** ** 00 ** ** ** *   60   59  996.5 *****  990.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708050120 170   8 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050150 180   8 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050200 182   8  11   9 BKN * * *  7.7 ** ** ** ** 00 ** ** ** *   60   59  996.4 *****  990.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708050220 170   8 ***  95 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050250 180   8 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050300 193   8 *** *** BKN * * * 18.8 01 ** ** ** ** ** ** ** 2   60   59  996.7 *****  990.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708050320 180   9 ***  95 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050350 190   9 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050400 213   9  12 *** BKN * * * 16.4 ** ** ** ** 00 ** ** ** *   61   59  996.9 *****  990.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708050420 210   9 ***   8 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
